name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
Triceratops,5.0,Beast,0,14,84,A5e Monstrous Menagerie,91,http://slyflourish.com/5e_monsters/monsters_html/triceratops-a5e.html
Trickster Priest,2.0,Humanoid,0,12,32,A5e Monstrous Menagerie,488,http://slyflourish.com/5e_monsters/monsters_html/trickster-priest-a5e.html
Troglodyte,0.5,Humanoid,1,11,19,A5e Monstrous Menagerie,410,http://slyflourish.com/5e_monsters/monsters_html/troglodyte-a5e.html
Troll,5.0,Giant,1,15,84,A5e Monstrous Menagerie,412,http://slyflourish.com/5e_monsters/monsters_html/troll-a5e.html
Tyrannosaurus Rex,8.0,Beast,0,13,126,A5e Monstrous Menagerie,92,http://slyflourish.com/5e_monsters/monsters_html/tyrannosaurus-rex-a5e.html
Unicorn,5.0,Celestial,4,14,85,A5e Monstrous Menagerie,415,http://slyflourish.com/5e_monsters/monsters_html/unicorn-a5e.html
Ur-Otyugh,10.0,Aberration,0,14,144,A5e Monstrous Menagerie,354,http://slyflourish.com/5e_monsters/monsters_html/ur-otyugh-a5e.html
Vampire,11.0,Undead,4,16,142,A5e Monstrous Menagerie,418,http://slyflourish.com/5e_monsters/monsters_html/vampire-a5e.html
Vampire Assassin,12.0,Undead,4,16,142,A5e Monstrous Menagerie,420,http://slyflourish.com/5e_monsters/monsters_html/vampire-assassin-a5e.html
Vampire Mage,13.0,Undead,4,16,142,A5e Monstrous Menagerie,420,http://slyflourish.com/5e_monsters/monsters_html/vampire-mage-a5e.html
Vampire Spawn,4.0,Undead,3,15,76,A5e Monstrous Menagerie,421,http://slyflourish.com/5e_monsters/monsters_html/vampire-spawn-a5e.html
Vampire Warrior,12.0,Undead,4,18,142,A5e Monstrous Menagerie,421,http://slyflourish.com/5e_monsters/monsters_html/vampire-warrior-a5e.html
Vengeful Ghost,8.0,Undead,1,11,58,A5e Monstrous Menagerie,227,http://slyflourish.com/5e_monsters/monsters_html/vengeful-ghost-a5e.html
Veteran,3.0,Humanoid,1,16,58,A5e Monstrous Menagerie,494,http://slyflourish.com/5e_monsters/monsters_html/veteran-a5e.html
Violet Fungus,0.25,Plant,-4,5,18,A5e Monstrous Menagerie,212,http://slyflourish.com/5e_monsters/monsters_html/violet-fungus-a5e.html
Vrock,6.0,Fiend,3,15,104,A5e Monstrous Menagerie,76,http://slyflourish.com/5e_monsters/monsters_html/vrock-a5e.html
Vulture,0.0,Beast,0,10,4,A5e Monstrous Menagerie,462,http://slyflourish.com/5e_monsters/monsters_html/vulture-a5e.html
Walking Statue,3.0,Construct,-1,16,66,A5e Monstrous Menagerie,24,http://slyflourish.com/5e_monsters/monsters_html/walking-statue-a5e.html
Wallflower,2.0,Plant,2,14,33,A5e Monstrous Menagerie,254,http://slyflourish.com/5e_monsters/monsters_html/wallflower-a5e.html
Warhordling Orc Eye,2.0,Humanoid,0,14,32,A5e Monstrous Menagerie,488,http://slyflourish.com/5e_monsters/monsters_html/warhordling-orc-eye-a5e.html
Warhordling Orc War Chief,5.0,Humanoid,4,16,90,A5e Monstrous Menagerie,497,http://slyflourish.com/5e_monsters/monsters_html/warhordling-orc-war-chief-a5e.html
Warhordling Orc Warrior,0.25,Humanoid,1,13,11,A5e Monstrous Menagerie,499,http://slyflourish.com/5e_monsters/monsters_html/warhordling-orc-warrior-a5e.html
Warhorse,0.5,Beast,1,11,30,A5e Monstrous Menagerie,462,http://slyflourish.com/5e_monsters/monsters_html/warhorse-a5e.html
Warlords Ghost,4.0,Undead,3,13,58,A5e Monstrous Menagerie,30,http://slyflourish.com/5e_monsters/monsters_html/warlords-ghost-a5e.html
Warrior,0.125,Humanoid,1,13,11,A5e Monstrous Menagerie,498,http://slyflourish.com/5e_monsters/monsters_html/warrior-a5e.html
Warrior Band,3.0,Humanoid,1,13,55,A5e Monstrous Menagerie,499,http://slyflourish.com/5e_monsters/monsters_html/warrior-band-a5e.html
Water Elemental,5.0,Elemental,2,14,114,A5e Monstrous Menagerie,194,http://slyflourish.com/5e_monsters/monsters_html/water-elemental-a5e.html
Weasel,0.0,Beast,3,13,1,A5e Monstrous Menagerie,462,http://slyflourish.com/5e_monsters/monsters_html/weasel-a5e.html
Werebear,5.0,Humanoid,0,11,135,A5e Monstrous Menagerie,312,http://slyflourish.com/5e_monsters/monsters_html/werebear-a5e.html
Wereboar,4.0,Humanoid,0,12,78,A5e Monstrous Menagerie,313,http://slyflourish.com/5e_monsters/monsters_html/wereboar-a5e.html
Wererat,2.0,Humanoid,2,12,33,A5e Monstrous Menagerie,314,http://slyflourish.com/5e_monsters/monsters_html/wererat-a5e.html
Weretiger,2.0,Humanoid,3,13,90,A5e Monstrous Menagerie,314,http://slyflourish.com/5e_monsters/monsters_html/weretiger-a5e.html
Werewolf,3.0,Humanoid,2,12,58,A5e Monstrous Menagerie,315,http://slyflourish.com/5e_monsters/monsters_html/werewolf-a5e.html
White Dragon Wyrmling,2.0,Dragon,1,16,45,A5e Monstrous Menagerie,123,http://slyflourish.com/5e_monsters/monsters_html/white-dragon-wyrmling-a5e.html
Wight,3.0,Undead,2,15,45,A5e Monstrous Menagerie,423,http://slyflourish.com/5e_monsters/monsters_html/wight-a5e.html
Will-o-Wisp,2.0,Undead,7,17,28,A5e Monstrous Menagerie,425,http://slyflourish.com/5e_monsters/monsters_html/will-o-wisp-a5e.html
Winter Hag,7.0,Fey,3,17,120,A5e Monstrous Menagerie,272,http://slyflourish.com/5e_monsters/monsters_html/winter-hag-a5e.html
Winter Wolf,3.0,Monstrosity,1,13,67,A5e Monstrous Menagerie,463,http://slyflourish.com/5e_monsters/monsters_html/winter-wolf-a5e.html
Wolf,0.25,Beast,2,12,11,A5e Monstrous Menagerie,463,http://slyflourish.com/5e_monsters/monsters_html/wolf-a5e.html
Wood Elf Scout,0.5,Humanoid,3,15,19,A5e Monstrous Menagerie,491,http://slyflourish.com/5e_monsters/monsters_html/wood-elf-scout-a5e.html
Wood Elf Sharpshooter,5.0,Humanoid,4,16,90,A5e Monstrous Menagerie,491,http://slyflourish.com/5e_monsters/monsters_html/wood-elf-sharpshooter-a5e.html
Worg,0.5,Monstrosity,1,13,22,A5e Monstrous Menagerie,463,http://slyflourish.com/5e_monsters/monsters_html/worg-a5e.html
Wraith,5.0,Undead,3,13,67,A5e Monstrous Menagerie,427,http://slyflourish.com/5e_monsters/monsters_html/wraith-a5e.html
Wraith Lord,13.0,Undead,5,15,171,A5e Monstrous Menagerie,428,http://slyflourish.com/5e_monsters/monsters_html/wraith-lord-a5e.html
Wyvern,6.0,Dragon,0,13,110,A5e Monstrous Menagerie,430,http://slyflourish.com/5e_monsters/monsters_html/wyvern-a5e.html
Xorn,5.0,Elemental,0,19,73,A5e Monstrous Menagerie,431,http://slyflourish.com/5e_monsters/monsters_html/xorn-a5e.html
Yeti,4.0,Monstrosity,1,12,68,A5e Monstrous Menagerie,433,http://slyflourish.com/5e_monsters/monsters_html/yeti-a5e.html
Yobbo,1.0,Humanoid,2,15,11,A5e Monstrous Menagerie,0,http://slyflourish.com/5e_monsters/monsters_html/yobbo-a5e.html
Young Amethyst Dragon,9.0,Dragon,3,17,133,A5e Monstrous Menagerie,142,http://slyflourish.com/5e_monsters/monsters_html/young-amethyst-dragon-a5e.html
Young Black Dragon,9.0,Dragon,2,18,144,A5e Monstrous Menagerie,103,http://slyflourish.com/5e_monsters/monsters_html/young-black-dragon-a5e.html
Young Blue Dragon,10.0,Dragon,0,18,152,A5e Monstrous Menagerie,108,http://slyflourish.com/5e_monsters/monsters_html/young-blue-dragon-a5e.html
Young Brass Dragon,9.0,Dragon,0,17,153,A5e Monstrous Menagerie,157,http://slyflourish.com/5e_monsters/monsters_html/young-brass-dragon-a5e.html
Young Bronze Dragon,10.0,Dragon,0,17,152,A5e Monstrous Menagerie,162,http://slyflourish.com/5e_monsters/monsters_html/young-bronze-dragon-a5e.html
Young Copper Dragon,9.0,Dragon,1,17,144,A5e Monstrous Menagerie,167,http://slyflourish.com/5e_monsters/monsters_html/young-copper-dragon-a5e.html
Young Earth Dragon,10.0,Dragon,1,18,161,A5e Monstrous Menagerie,128,http://slyflourish.com/5e_monsters/monsters_html/young-earth-dragon-a5e.html
Young Emerald Dragon,9.0,Dragon,4,17,133,A5e Monstrous Menagerie,146,http://slyflourish.com/5e_monsters/monsters_html/young-emerald-dragon-a5e.html
Young Gold Dragon,10.0,Dragon,2,18,157,A5e Monstrous Menagerie,173,http://slyflourish.com/5e_monsters/monsters_html/young-gold-dragon-a5e.html
Young Green Dragon,10.0,Dragon,1,17,161,A5e Monstrous Menagerie,114,http://slyflourish.com/5e_monsters/monsters_html/young-green-dragon-a5e.html
Young Red Dragon,11.0,Dragon,0,18,178,A5e Monstrous Menagerie,119,http://slyflourish.com/5e_monsters/monsters_html/young-red-dragon-a5e.html
Young Red Dragon Zombie,11.0,Undead,-2,16,178,A5e Monstrous Menagerie,436,http://slyflourish.com/5e_monsters/monsters_html/young-red-dragon-zombie-a5e.html
Young River Dragon,9.0,Dragon,3,17,142,A5e Monstrous Menagerie,132,http://slyflourish.com/5e_monsters/monsters_html/young-river-dragon-a5e.html
Young Sapphire Dragon,10.0,Dragon,4,18,161,A5e Monstrous Menagerie,151,http://slyflourish.com/5e_monsters/monsters_html/young-sapphire-dragon-a5e.html
Young Shadow Dragon,10.0,Dragon,2,17,114,A5e Monstrous Menagerie,137,http://slyflourish.com/5e_monsters/monsters_html/young-shadow-dragon-a5e.html
Young Silver Dragon,10.0,Dragon,2,18,157,A5e Monstrous Menagerie,179,http://slyflourish.com/5e_monsters/monsters_html/young-silver-dragon-a5e.html
Young White Dragon,9.0,Dragon,0,17,152,A5e Monstrous Menagerie,123,http://slyflourish.com/5e_monsters/monsters_html/young-white-dragon-a5e.html
Zombie,0.25,Undead,-2,8,15,A5e Monstrous Menagerie,434,http://slyflourish.com/5e_monsters/monsters_html/zombie-a5e.html
Zombie Horde,4.0,Undead,-2,8,75,A5e Monstrous Menagerie,437,http://slyflourish.com/5e_monsters/monsters_html/zombie-horde-a5e.html
Zombie Knight,3.0,Undead,-2,16,52,A5e Monstrous Menagerie,437,http://slyflourish.com/5e_monsters/monsters_html/zombie-knight-a5e.html
A-mi-kuk,7.0,Aberration,-1,14,115,Tome of Beasts 2,15,http://slyflourish.com/5e_monsters/monsters_html/a-mi-kuk.html
Aalpamac,7.0,Monstrosity,0,16,136,Tome of Beasts 2,8,http://slyflourish.com/5e_monsters/monsters_html/aalpamac.html
Abbanith Giant,3.0,Giant,0,13,76,Tome of Beasts 2,170,http://slyflourish.com/5e_monsters/monsters_html/abbanith-giant.html
Adult Boreal Dragon,17.0,Dragon,0,19,212,Tome of Beasts 2,143,http://slyflourish.com/5e_monsters/monsters_html/adult-boreal-dragon.html
Adult Imperial Dragon,20.0,Dragon,1,19,297,Tome of Beasts 2,117,http://slyflourish.com/5e_monsters/monsters_html/adult-imperial-dragon.html
Ahu-Nixta Cataphract,8.0,Aberration,-1,17,135,Tome of Beasts 2,9,http://slyflourish.com/5e_monsters/monsters_html/ahu-nixta-cataphract.html
Ahu-Nixta Drudge,0.5,Aberration,1,13,26,Tome of Beasts 2,10,http://slyflourish.com/5e_monsters/monsters_html/ahu-nixta-drudge.html
Akaasit,6.0,Construct,4,15,91,Tome of Beasts 2,11,http://slyflourish.com/5e_monsters/monsters_html/akaasit.html
Akhlut,6.0,Beast,2,14,120,Tome of Beasts 2,0,http://slyflourish.com/5e_monsters/monsters_html/akhlut.html
Alchemical Skunk,4.0,Monstrosity,4,15,66,Tome of Beasts 2,13,http://slyflourish.com/5e_monsters/monsters_html/alchemical-skunk.html
Alligator,0.25,Beast,0,13,11,Tome of Beasts 2,387,http://slyflourish.com/5e_monsters/monsters_html/alligator.html
Alligator Turtle,0.25,Beast,1,15,11,Tome of Beasts 2,387,http://slyflourish.com/5e_monsters/monsters_html/alligator-turtle.html
Alpha Fish,3.0,Beast,2,13,59,Tome of Beasts 2,14,http://slyflourish.com/5e_monsters/monsters_html/alpha-fish.html
Amber Ooze,4.0,Ooze,-2,7,76,Tome of Beasts 2,277,http://slyflourish.com/5e_monsters/monsters_html/amber-ooze.html
Ancient Boreal Dragon,24.0,Dragon,0,22,407,Tome of Beasts 2,143,http://slyflourish.com/5e_monsters/monsters_html/ancient-boreal-dragon.html
Ancient Imperial Dragon,26.0,Dragon,1,22,546,Tome of Beasts 2,117,http://slyflourish.com/5e_monsters/monsters_html/ancient-imperial-dragon.html
Angel of Judgment,18.0,Celestial,4,19,229,Tome of Beasts 2,16,http://slyflourish.com/5e_monsters/monsters_html/angel-of-judgment.html
Angelic Enforcer,12.0,Celestial,4,18,152,Tome of Beasts 2,17,http://slyflourish.com/5e_monsters/monsters_html/angelic-enforcer.html
Animated Bearskin Rug,4.0,Construct,2,13,65,Tome of Beasts 2,24,http://slyflourish.com/5e_monsters/monsters_html/animated-bearskin-rug.html
Aniwye,5.0,Monstrosity,2,15,102,Tome of Beasts 2,25,http://slyflourish.com/5e_monsters/monsters_html/aniwye.html
Anzu,9.0,Monstrosity,2,16,152,Tome of Beasts 2,26,http://slyflourish.com/5e_monsters/monsters_html/anzu.html
Apaxrusl,3.0,Construct,2,13,60,Tome of Beasts 2,27,http://slyflourish.com/5e_monsters/monsters_html/apaxrusl.html
Arachnocrat,5.0,Fiend,4,15,93,Tome of Beasts 2,102,http://slyflourish.com/5e_monsters/monsters_html/arachnocrat.html
Ash Phoenix,9.0,Undead,5,15,105,Tome of Beasts 2,28,http://slyflourish.com/5e_monsters/monsters_html/ash-phoenix.html
Ashen Custodian,6.0,Fey,6,15,99,Tome of Beasts 2,29,http://slyflourish.com/5e_monsters/monsters_html/ashen-custodian.html
Astral Devourer,8.0,Aberration,3,16,90,Tome of Beasts 2,30,http://slyflourish.com/5e_monsters/monsters_html/astral-devourer.html
Astri,8.0,Celestial,6,15,112,Tome of Beasts 2,31,http://slyflourish.com/5e_monsters/monsters_html/astri.html
Attercroppe,0.5,Fey,4,14,21,Tome of Beasts 2,32,http://slyflourish.com/5e_monsters/monsters_html/attercroppe.html
August Rooster,4.0,Monstrosity,4,14,75,Tome of Beasts 2,33,http://slyflourish.com/5e_monsters/monsters_html/august-rooster.html
Aurora Horribilis,9.0,Aberration,5,15,119,Tome of Beasts 2,34,http://slyflourish.com/5e_monsters/monsters_html/aurora-horribilis.html
Avalanche Screamer,7.0,Aberration,0,15,133,Tome of Beasts 2,35,http://slyflourish.com/5e_monsters/monsters_html/avalanche-screamer.html
Aviere,0.5,Celestial,2,12,17,Tome of Beasts 2,36,http://slyflourish.com/5e_monsters/monsters_html/aviere.html
Avulzor,8.0,Aberration,4,17,135,Tome of Beasts 2,37,http://slyflourish.com/5e_monsters/monsters_html/avulzor.html
Backup Holler Spider,0.25,Beast,2,12,14,Tome of Beasts 2,395,http://slyflourish.com/5e_monsters/monsters_html/backup-holler-spider.html
Baliri Demon,14.0,Fiend,3,17,190,Tome of Beasts 2,140,http://slyflourish.com/5e_monsters/monsters_html/baliri-demon.html
Balloon Spider,1.0,Beast,3,13,36,Tome of Beasts 2,387,http://slyflourish.com/5e_monsters/monsters_html/balloon-spider.html
Barometz,6.0,Plant,0,15,95,Tome of Beasts 2,38,http://slyflourish.com/5e_monsters/monsters_html/barometz.html
Bearing Golem,6.0,Construct,4,16,75,Tome of Beasts 2,181,http://slyflourish.com/5e_monsters/monsters_html/bearing-golem.html
Befouled Weird,5.0,Elemental,2,14,75,Tome of Beasts 2,41,http://slyflourish.com/5e_monsters/monsters_html/befouled-weird.html
Black Crier,11.0,Undead,4,16,150,Tome of Beasts 2,42,http://slyflourish.com/5e_monsters/monsters_html/black-crier.html
Bleakheart,3.0,Undead,2,12,66,Tome of Beasts 2,43,http://slyflourish.com/5e_monsters/monsters_html/bleakheart.html
Bloated Ghoul,6.0,Undead,0,14,142,Tome of Beasts 2,166,http://slyflourish.com/5e_monsters/monsters_html/bloated-ghoul.html
Blood Imp,0.5,Fiend,2,13,14,Tome of Beasts 2,103,http://slyflourish.com/5e_monsters/monsters_html/blood-imp.html
Bloodsapper,3.0,Aberration,2,14,90,Tome of Beasts 2,44,http://slyflourish.com/5e_monsters/monsters_html/bloodsapper.html
Bloodstone Sentinel,8.0,Construct,-2,15,114,Tome of Beasts 2,45,http://slyflourish.com/5e_monsters/monsters_html/bloodstone-sentinel.html
Bone Colossus,13.0,Undead,0,16,181,Tome of Beasts 2,267,http://slyflourish.com/5e_monsters/monsters_html/bone-colossus.html
Boneshard Wraith,12.0,Undead,2,16,127,Tome of Beasts 2,46,http://slyflourish.com/5e_monsters/monsters_html/boneshard-wraith.html
Bonespitter,13.0,Monstrosity,-2,17,217,Tome of Beasts 2,47,http://slyflourish.com/5e_monsters/monsters_html/bonespitter.html
Boomer,0.5,Plant,-4,7,22,Tome of Beasts 2,157,http://slyflourish.com/5e_monsters/monsters_html/boomer.html
Boreal Dragon Wyrmling,2.0,Dragon,0,17,39,Tome of Beasts 2,113,http://slyflourish.com/5e_monsters/monsters_html/boreal-dragon-wyrmling.html
Boreas’ Chosen,7.0,Humanoid,2,15,102,Tome of Beasts 2,48,http://slyflourish.com/5e_monsters/monsters_html/boreas-chosen.html
Brachyura Shambler,4.0,Monstrosity,1,14,71,Tome of Beasts 2,49,http://slyflourish.com/5e_monsters/monsters_html/brachyura-shambler.html
Brain Hood,0.5,Aberration,3,13,22,Tome of Beasts 2,50,http://slyflourish.com/5e_monsters/monsters_html/brain-hood.html
Brimstone Locusthound,3.0,Monstrosity,2,15,60,Tome of Beasts 2,51,http://slyflourish.com/5e_monsters/monsters_html/brimstone-locusthound.html
Broodmother of Leng,11.0,Aberration,2,17,161,Tome of Beasts 2,52,http://slyflourish.com/5e_monsters/monsters_html/broodmother-of-leng.html
Bulbous Violet,1.0,Plant,2,12,38,Tome of Beasts 2,53,http://slyflourish.com/5e_monsters/monsters_html/bulbous-violet.html
Bull,0.25,Beast,1,11,25,Tome of Beasts 2,169,http://slyflourish.com/5e_monsters/monsters_html/bull.html
Butatsch,14.0,Aberration,2,17,248,Tome of Beasts 2,54,http://slyflourish.com/5e_monsters/monsters_html/butatsch.html
Cackling Skeleton,0.5,Undead,0,9,26,Tome of Beasts 2,79,http://slyflourish.com/5e_monsters/monsters_html/cackling-skeleton.html
Cadaver Sprite,0.5,Undead,4,14,20,Tome of Beasts 2,55,http://slyflourish.com/5e_monsters/monsters_html/cadaver-sprite.html
Caltrop Golem,6.0,Construct,4,16,75,Tome of Beasts 2,390,http://slyflourish.com/5e_monsters/monsters_html/caltrop-golem.html
Carnivorous Ship,13.0,Monstrosity,-2,17,186,Tome of Beasts 2,56,http://slyflourish.com/5e_monsters/monsters_html/carnivorous-ship.html
Carnivorous Sod,1.0,Plant,-2,12,33,Tome of Beasts 2,57,http://slyflourish.com/5e_monsters/monsters_html/carnivorous-sod.html
Carrier Mosquito,3.0,Beast,2,13,75,Tome of Beasts 2,389,http://slyflourish.com/5e_monsters/monsters_html/carrier-mosquito.html
Catscratch,3.0,Aberration,2,13,76,Tome of Beasts 2,58,http://slyflourish.com/5e_monsters/monsters_html/catscratch.html
Cave Drake,3.0,Dragon,2,13,95,Tome of Beasts 2,55,http://slyflourish.com/5e_monsters/monsters_html/cave-drake.html
Cave Giant Shaman,14.0,Giant,0,16,207,Tome of Beasts 2,171,http://slyflourish.com/5e_monsters/monsters_html/cave-giant-shaman.html
Cave Goat,0.25,Beast,2,11,22,Tome of Beasts 2,389,http://slyflourish.com/5e_monsters/monsters_html/cave-goat.html
Cavefish Zombie,0.5,Undead,0,10,37,Tome of Beasts 2,384,http://slyflourish.com/5e_monsters/monsters_html/cavefish-zombie.html
Chameleon Hydra,10.0,Monstrosity,3,15,184,Tome of Beasts 2,207,http://slyflourish.com/5e_monsters/monsters_html/chameleon-hydra.html
Chamrosh,1.0,Celestial,2,14,39,Tome of Beasts 2,59,http://slyflourish.com/5e_monsters/monsters_html/chamrosh.html
Chatterlome,7.0,Fiend,4,16,93,Tome of Beasts 2,60,http://slyflourish.com/5e_monsters/monsters_html/chatterlome.html
Cherufe,14.0,Elemental,0,19,161,Tome of Beasts 2,61,http://slyflourish.com/5e_monsters/monsters_html/cherufe.html
Chill Haunt,3.0,Undead,3,13,39,Tome of Beasts 2,62,http://slyflourish.com/5e_monsters/monsters_html/chill-haunt.html
Chimeric Phantom,2.0,Undead,2,11,36,Tome of Beasts 2,62,http://slyflourish.com/5e_monsters/monsters_html/chimeric-phantom.html
Chronomatic Enhancer,12.0,Construct,0,16,152,Tome of Beasts 2,64,http://slyflourish.com/5e_monsters/monsters_html/chronomatic-enhancer.html
Clockwork Archon,13.0,Construct,0,18,201,Tome of Beasts 2,65,http://slyflourish.com/5e_monsters/monsters_html/clockwork-archon.html
Clockwork Leech,1.0,Construct,1,13,45,Tome of Beasts 2,66,http://slyflourish.com/5e_monsters/monsters_html/clockwork-leech.html
Clockwork Mantis,6.0,Construct,4,15,68,Tome of Beasts 2,67,http://slyflourish.com/5e_monsters/monsters_html/clockwork-mantis.html
Clockwork Tiger,6.0,Construct,3,16,112,Tome of Beasts 2,68,http://slyflourish.com/5e_monsters/monsters_html/clockwork-tiger.html
Colláis,10.0,Monstrosity,2,16,150,Tome of Beasts 2,69,http://slyflourish.com/5e_monsters/monsters_html/collais.html
Compsognathus,0.125,Beast,2,12,10,Tome of Beasts 2,108,http://slyflourish.com/5e_monsters/monsters_html/compsognathus.html
Conjoined Queen,10.0,Monstrosity,3,18,168,Tome of Beasts 2,70,http://slyflourish.com/5e_monsters/monsters_html/conjoined-queen.html
Corpse Worm,3.0,Monstrosity,1,14,76,Tome of Beasts 2,71,http://slyflourish.com/5e_monsters/monsters_html/corpse-worm.html
Corrupted Pixie,0.5,Fiend,5,15,5,Tome of Beasts 2,72,http://slyflourish.com/5e_monsters/monsters_html/corrupted-pixie.html
Crimson Shambler,0.5,Plant,0,12,32,Tome of Beasts 2,73,http://slyflourish.com/5e_monsters/monsters_html/crimson-shambler.html
Crinaea,2.0,Fey,3,13,44,Tome of Beasts 2,74,http://slyflourish.com/5e_monsters/monsters_html/crinaea.html
Crocotta,3.0,Monstrosity,2,14,39,Tome of Beasts 2,75,http://slyflourish.com/5e_monsters/monsters_html/crocotta.html
Cryoceros,6.0,Monstrosity,0,15,133,Tome of Beasts 2,76,http://slyflourish.com/5e_monsters/monsters_html/cryoceros.html
Crystalline Monolith,7.0,Aberration,0,15,123,Tome of Beasts 2,77,http://slyflourish.com/5e_monsters/monsters_html/crystalline-monolith.html
Culicoid,12.0,Fiend,2,18,190,Tome of Beasts 2,94,http://slyflourish.com/5e_monsters/monsters_html/culicoid.html
Dancing Foliage,4.0,Plant,4,13,66,Tome of Beasts 2,79,http://slyflourish.com/5e_monsters/monsters_html/dancing-foliage.html
Darakhul Captain,9.0,Undead,3,16,165,Tome of Beasts 2,166,http://slyflourish.com/5e_monsters/monsters_html/darakhul-captain.html
Darakhul Spy,5.0,Undead,4,16,91,Tome of Beasts 2,168,http://slyflourish.com/5e_monsters/monsters_html/darakhul-spy.html
De Ogen,4.0,Undead,5,15,45,Tome of Beasts 2,80,http://slyflourish.com/5e_monsters/monsters_html/de-ogen.html
Death Barque,12.0,Undead,4,17,198,Tome of Beasts 2,268,http://slyflourish.com/5e_monsters/monsters_html/death-barque.html
Death Shroud Golem,5.0,Construct,2,12,95,Tome of Beasts 2,179,http://slyflourish.com/5e_monsters/monsters_html/death-shroud-golem.html
Death Vulture,4.0,Monstrosity,0,12,76,Tome of Beasts 2,81,http://slyflourish.com/5e_monsters/monsters_html/death-vulture.html
Deathspeaker,4.0,Undead,3,14,97,Tome of Beasts 2,82,http://slyflourish.com/5e_monsters/monsters_html/deathspeaker.html
Deathweaver,5.0,Monstrosity,2,16,95,Tome of Beasts 2,83,http://slyflourish.com/5e_monsters/monsters_html/deathweaver.html
Deep Troll,4.0,Giant,2,15,63,Tome of Beasts 2,352,http://slyflourish.com/5e_monsters/monsters_html/deep-troll.html
Derendian Moth Abomination,12.0,Monstrosity,5,14,210,Tome of Beasts 2,96,http://slyflourish.com/5e_monsters/monsters_html/derendian-moth-abomination.html
Derro Explorer,2.0,Humanoid,3,15,44,Tome of Beasts 2,97,http://slyflourish.com/5e_monsters/monsters_html/derro-explorer.html
Derro Guard,0.5,Humanoid,2,13,18,Tome of Beasts 2,97,http://slyflourish.com/5e_monsters/monsters_html/derro-guard.html
Derro Shadowseeker,6.0,Humanoid,5,17,112,Tome of Beasts 2,98,http://slyflourish.com/5e_monsters/monsters_html/derro-shadowseeker.html
Destroyer,3.0,Humanoid,1,15,60,Tome of Beasts 2,315,http://slyflourish.com/5e_monsters/monsters_html/destroyer.html
Dimensional Shambler,9.0,Aberration,6,16,102,Tome of Beasts 2,107,http://slyflourish.com/5e_monsters/monsters_html/dimensional-shambler.html
Diminution Drake,5.0,Dragon,4,15,71,Tome of Beasts 2,121,http://slyflourish.com/5e_monsters/monsters_html/diminution-drake.html
Dragonflesh Golem,10.0,Construct,-2,18,115,Tome of Beasts 2,180,http://slyflourish.com/5e_monsters/monsters_html/dragonflesh-golem.html
Dread Walker Excavator,5.0,Construct,4,16,75,Tome of Beasts 2,129,http://slyflourish.com/5e_monsters/monsters_html/dread-walker-excavator.html
Edjet Initiate,0.25,Humanoid,1,12,19,Tome of Beasts 2,131,http://slyflourish.com/5e_monsters/monsters_html/edjet-initiate.html
Egret Harpy,2.0,Monstrosity,2,12,75,Tome of Beasts 2,122,http://slyflourish.com/5e_monsters/monsters_html/egret-harpy.html
Eldritch Ooze,5.0,Ooze,-2,8,153,Tome of Beasts 2,278,http://slyflourish.com/5e_monsters/monsters_html/eldritch-ooze.html
Emperor’s Hyena,4.0,Undead,2,14,91,Tome of Beasts 2,135,http://slyflourish.com/5e_monsters/monsters_html/emperors-hyena.html
Empusa,5.0,Monstrosity,2,16,102,Tome of Beasts 2,136,http://slyflourish.com/5e_monsters/monsters_html/empusa.html
Eonic Savant,7.0,Humanoid,3,13,115,Tome of Beasts 2,137,http://slyflourish.com/5e_monsters/monsters_html/eonic-savant.html
Fabricator,10.0,Construct,-2,13,147,Tome of Beasts 2,138,http://slyflourish.com/5e_monsters/monsters_html/fabricator.html
Faceless Wanderer,4.0,Aberration,4,13,58,Tome of Beasts 2,139,http://slyflourish.com/5e_monsters/monsters_html/faceless-wanderer.html
Falsifier Fog,4.0,Undead,4,13,52,Tome of Beasts 2,140,http://slyflourish.com/5e_monsters/monsters_html/falsifier-fog.html
Fane Spirit,3.0,Undead,3,13,52,Tome of Beasts 2,141,http://slyflourish.com/5e_monsters/monsters_html/fane-spirit.html
Far Dorocha,5.0,Fey,4,14,82,Tome of Beasts 2,142,http://slyflourish.com/5e_monsters/monsters_html/far-dorocha.html
Felid Dragon,19.0,Dragon,8,18,275,Tome of Beasts 2,143,http://slyflourish.com/5e_monsters/monsters_html/felid-dragon.html
Fennec Fox,0.125,Beast,1,11,7,Tome of Beasts 2,0,http://slyflourish.com/5e_monsters/monsters_html/fennec-fox.html
Fey Revenant,7.0,Fey,4,19,161,Tome of Beasts 2,150,http://slyflourish.com/5e_monsters/monsters_html/fey-revenant.html
Fire-Infused Water Elemental,7.0,Elemental,2,14,138,Tome of Beasts 2,216,http://slyflourish.com/5e_monsters/monsters_html/fire-infused-water-elemental.html
Flayed Wraith,5.0,Undead,2,12,67,Tome of Beasts 2,151,http://slyflourish.com/5e_monsters/monsters_html/flayed-wraith.html
Fleshdreg,5.0,Plant,-2,15,115,Tome of Beasts 2,152,http://slyflourish.com/5e_monsters/monsters_html/fleshdreg.html
Fleshspurned,4.0,Undead,4,14,75,Tome of Beasts 2,153,http://slyflourish.com/5e_monsters/monsters_html/fleshspurned.html
